file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/strokeDataset\derivatives\lesion_masks\sub-103\dwi\sub-103_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.0018186569213867188,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.0018186569213867188
D:/strokeDataset\derivatives\lesion_masks\sub-1032\dwi\sub-1032_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.022399), np.float32(6.0))",1304576,0.0024623870849609375,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.022399), np.float32(6.0))",1304576,0.0024623870849609375
D:/strokeDataset\derivatives\lesion_masks\sub-1032\dwi\sub-1032_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.022399), np.float32(6.0))",1304576,0.0024576187133789062,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.022399), np.float32(6.0))",1304576,0.0024576187133789062
D:/strokeDataset\derivatives\lesion_masks\sub-1033\dwi\sub-1033_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(1.0938001), np.float32(1.0938), np.float32(6.000013))",1638400,0.00208282470703125,"(256, 256, 25)",float64,"(np.float32(1.0938001), np.float32(1.0938), np.float32(6.000013))",1638400,0.00208282470703125
D:/strokeDataset\derivatives\lesion_masks\sub-1033\dwi\sub-1033_space-TRACE_desc-lesionChronic_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(1.0938001), np.float32(1.0938), np.float32(6.000013))",1638400,0.0018548965454101562,"(256, 256, 25)",float64,"(np.float32(1.0938001), np.float32(1.0938), np.float32(6.000013))",1638400,0.0018548965454101562
D:/strokeDataset\derivatives\lesion_masks\sub-1033\dwi\sub-1033_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(1.0938001), np.float32(1.0938), np.float32(6.000013))",1638400,0.0021228790283203125,"(256, 256, 25)",float64,"(np.float32(1.0938001), np.float32(1.0938), np.float32(6.000013))",1638400,0.0021228790283203125
D:/strokeDataset\derivatives\lesion_masks\sub-1034\dwi\sub-1034_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000024))",1304576,0.0018644332885742188,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000024))",1304576,0.0018644332885742188
D:/strokeDataset\derivatives\lesion_masks\sub-1034\dwi\sub-1034_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000024))",1304576,0.0017175674438476562,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000024))",1304576,0.0017175674438476562
D:/strokeDataset\derivatives\lesion_masks\sub-1034\dwi\sub-1034_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000024))",1304576,0.0020322799682617188,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000024))",1304576,0.0020322799682617188
D:/strokeDataset\derivatives\lesion_masks\sub-1035\dwi\sub-1035_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057694), np.float32(5.9999995))",1254400,0.0028181076049804688,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057694), np.float32(5.9999995))",1254400,0.0028181076049804688
D:/strokeDataset\derivatives\lesion_masks\sub-1035\dwi\sub-1035_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057694), np.float32(5.9999995))",1254400,0.0028133392333984375,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057694), np.float32(5.9999995))",1254400,0.0028133392333984375
D:/strokeDataset\derivatives\lesion_masks\sub-1036\dwi\sub-1036_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999943))",2156544,0.0023698806762695312,"(288, 288, 26)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999943))",2156544,0.0023698806762695312
D:/strokeDataset\derivatives\lesion_masks\sub-1036\dwi\sub-1036_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999943))",2156544,0.0023651123046875,"(288, 288, 26)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999943))",2156544,0.0023651123046875
D:/strokeDataset\derivatives\lesion_masks\sub-1037\dwi\sub-1037_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.86805546), np.float32(0.8680556), np.float32(5.9999957))",2156544,0.0025568008422851562,"(288, 288, 26)",float64,"(np.float32(0.86805546), np.float32(0.8680556), np.float32(5.9999957))",2156544,0.0025568008422851562
D:/strokeDataset\derivatives\lesion_masks\sub-1037\dwi\sub-1037_space-TRACE_desc-lesionChronic_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.86805546), np.float32(0.8680556), np.float32(5.9999957))",2156544,0.0027589797973632812,"(288, 288, 26)",float64,"(np.float32(0.86805546), np.float32(0.8680556), np.float32(5.9999957))",2156544,0.0027589797973632812
D:/strokeDataset\derivatives\lesion_masks\sub-1037\dwi\sub-1037_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.86805546), np.float32(0.8680556), np.float32(5.9999957))",2156544,0.0029611587524414062,"(288, 288, 26)",float64,"(np.float32(0.86805546), np.float32(0.8680556), np.float32(5.9999957))",2156544,0.0029611587524414062
D:/strokeDataset\derivatives\lesion_masks\sub-1038\dwi\sub-1038_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999999))",1254400,0.0016965866088867188,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999999))",1254400,0.0016965866088867188
D:/strokeDataset\derivatives\lesion_masks\sub-1038\dwi\sub-1038_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999999))",1254400,0.0016918182373046875,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999999))",1254400,0.0016918182373046875
D:/strokeDataset\derivatives\lesion_masks\sub-1039\dwi\sub-1039_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.022399), np.float32(6.0000052))",1304576,0.0030164718627929688,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.022399), np.float32(6.0000052))",1304576,0.0030164718627929688
D:/strokeDataset\derivatives\lesion_masks\sub-1039\dwi\sub-1039_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.022399), np.float32(6.0000052))",1304576,0.0030117034912109375,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.022399), np.float32(6.0000052))",1304576,0.0030117034912109375
D:/strokeDataset\derivatives\lesion_masks\sub-104\dwi\sub-104_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.89843744), np.float32(0.89843744), np.float32(5.999999))",1703936,0.0020627975463867188,"(256, 256, 26)",float64,"(np.float32(0.89843744), np.float32(0.89843744), np.float32(5.999999))",1703936,0.0020627975463867188
D:/strokeDataset\derivatives\lesion_masks\sub-104\dwi\sub-104_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.89843744), np.float32(0.89843744), np.float32(5.999999))",1703936,0.0020580291748046875,"(256, 256, 26)",float64,"(np.float32(0.89843744), np.float32(0.89843744), np.float32(5.999999))",1703936,0.0020580291748046875
D:/strokeDataset\derivatives\lesion_masks\sub-1040\dwi\sub-1040_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(6.000001))",1304576,0.0017948150634765625,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(6.000001))",1304576,0.0017948150634765625
D:/strokeDataset\derivatives\lesion_masks\sub-1040\dwi\sub-1040_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(6.000001))",1304576,0.0017900466918945312,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(6.000001))",1304576,0.0017900466918945312
D:/strokeDataset\derivatives\lesion_masks\sub-1041\dwi\sub-1041_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.0033960342407226562,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.0033960342407226562
D:/strokeDataset\derivatives\lesion_masks\sub-1041\dwi\sub-1041_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.003391265869140625,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.003391265869140625
D:/strokeDataset\derivatives\lesion_masks\sub-1042\dwi\sub-1042_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.000003))",1254400,0.0014390945434570312,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.000003))",1254400,0.0014390945434570312
D:/strokeDataset\derivatives\lesion_masks\sub-1042\dwi\sub-1042_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.000003))",1254400,0.001434326171875,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.000003))",1254400,0.001434326171875
D:/strokeDataset\derivatives\lesion_masks\sub-1043\dwi\sub-1043_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 24)",float64,"(np.float32(0.83333325), np.float32(0.83333325), np.float32(6.0000014))",1990656,0.0021238327026367188,"(288, 288, 24)",float64,"(np.float32(0.83333325), np.float32(0.83333325), np.float32(6.0000014))",1990656,0.0021238327026367188
D:/strokeDataset\derivatives\lesion_masks\sub-1043\dwi\sub-1043_space-TRACE_desc-lesionChronic_mask.nii.gz,"(288, 288, 24)",float64,"(np.float32(0.83333325), np.float32(0.83333325), np.float32(6.0000014))",1990656,0.0030527114868164062,"(288, 288, 24)",float64,"(np.float32(0.83333325), np.float32(0.83333325), np.float32(6.0000014))",1990656,0.0030527114868164062
D:/strokeDataset\derivatives\lesion_masks\sub-1043\dwi\sub-1043_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 24)",float64,"(np.float32(0.83333325), np.float32(0.83333325), np.float32(6.0000014))",1990656,0.0030622482299804688,"(288, 288, 24)",float64,"(np.float32(0.83333325), np.float32(0.83333325), np.float32(6.0000014))",1990656,0.0030622482299804688
D:/strokeDataset\derivatives\lesion_masks\sub-1045\dwi\sub-1045_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0026226043701171875,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0026226043701171875
D:/strokeDataset\derivatives\lesion_masks\sub-1045\dwi\sub-1045_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0026178359985351562,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0026178359985351562
D:/strokeDataset\derivatives\lesion_masks\sub-1046\dwi\sub-1046_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(6.0000033))",3538944,0.0054836273193359375,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(6.0000033))",3538944,0.0054836273193359375
D:/strokeDataset\derivatives\lesion_masks\sub-1046\dwi\sub-1046_space-TRACE_desc-lesionChronic_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(6.0000033))",3538944,0.0038499832153320312,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(6.0000033))",3538944,0.0038499832153320312
D:/strokeDataset\derivatives\lesion_masks\sub-1046\dwi\sub-1046_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(6.0000033))",3538944,0.00576019287109375,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(6.0000033))",3538944,0.00576019287109375
D:/strokeDataset\derivatives\lesion_masks\sub-1047\dwi\sub-1047_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.86805564), np.float32(0.8680556), np.float32(5.999996))",2156544,0.0025167465209960938,"(288, 288, 26)",float64,"(np.float32(0.86805564), np.float32(0.8680556), np.float32(5.999996))",2156544,0.0025167465209960938
D:/strokeDataset\derivatives\lesion_masks\sub-1047\dwi\sub-1047_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.86805564), np.float32(0.8680556), np.float32(5.999996))",2156544,0.0025119781494140625,"(288, 288, 26)",float64,"(np.float32(0.86805564), np.float32(0.8680556), np.float32(5.999996))",2156544,0.0025119781494140625
D:/strokeDataset\derivatives\lesion_masks\sub-1049\dwi\sub-1049_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 28)",float64,"(np.float32(0.9375), np.float32(0.93749994), np.float32(6.000008))",1835008,0.0027561187744140625,"(256, 256, 28)",float64,"(np.float32(0.9375), np.float32(0.93749994), np.float32(6.000008))",1835008,0.0027561187744140625
D:/strokeDataset\derivatives\lesion_masks\sub-1049\dwi\sub-1049_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 28)",float64,"(np.float32(0.9375), np.float32(0.93749994), np.float32(6.000008))",1835008,0.0027513504028320312,"(256, 256, 28)",float64,"(np.float32(0.9375), np.float32(0.93749994), np.float32(6.000008))",1835008,0.0027513504028320312
D:/strokeDataset\derivatives\lesion_masks\sub-105\dwi\sub-105_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999993))",1703936,0.0022192001342773438,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999993))",1703936,0.0022192001342773438
D:/strokeDataset\derivatives\lesion_masks\sub-105\dwi\sub-105_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999993))",1703936,0.0022144317626953125,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999993))",1703936,0.0022144317626953125
D:/strokeDataset\derivatives\lesion_masks\sub-1050\dwi\sub-1050_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 27)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(6.0000005))",1354752,0.001567840576171875,"(224, 224, 27)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(6.0000005))",1354752,0.001567840576171875
D:/strokeDataset\derivatives\lesion_masks\sub-1050\dwi\sub-1050_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 27)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(6.0000005))",1354752,0.0015630722045898438,"(224, 224, 27)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(6.0000005))",1354752,0.0015630722045898438
D:/strokeDataset\derivatives\lesion_masks\sub-1052\dwi\sub-1052_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 28)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(5.9999986))",4128768,0.0051670074462890625,"(384, 384, 28)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(5.9999986))",4128768,0.0051670074462890625
D:/strokeDataset\derivatives\lesion_masks\sub-1052\dwi\sub-1052_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 28)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(5.9999986))",4128768,0.005162239074707031,"(384, 384, 28)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(5.9999986))",4128768,0.005162239074707031
D:/strokeDataset\derivatives\lesion_masks\sub-1053\dwi\sub-1053_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(1.0937998), np.float32(1.0938), np.float32(5.999909))",1572864,0.0020818710327148438,"(256, 256, 24)",float64,"(np.float32(1.0937998), np.float32(1.0938), np.float32(5.999909))",1572864,0.0020818710327148438
D:/strokeDataset\derivatives\lesion_masks\sub-1053\dwi\sub-1053_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(1.0937998), np.float32(1.0938), np.float32(5.999909))",1572864,0.0020771026611328125,"(256, 256, 24)",float64,"(np.float32(1.0937998), np.float32(1.0938), np.float32(5.999909))",1572864,0.0020771026611328125
D:/strokeDataset\derivatives\lesion_masks\sub-1054\dwi\sub-1054_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999976))",1304576,0.0021791458129882812,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999976))",1304576,0.0021791458129882812
D:/strokeDataset\derivatives\lesion_masks\sub-1054\dwi\sub-1054_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999976))",1304576,0.00217437744140625,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999976))",1304576,0.00217437744140625
D:/strokeDataset\derivatives\lesion_masks\sub-1055\dwi\sub-1055_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.999997))",1572864,0.0024471282958984375,"(256, 256, 24)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.999997))",1572864,0.0024471282958984375
D:/strokeDataset\derivatives\lesion_masks\sub-1055\dwi\sub-1055_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.999997))",1572864,0.0024423599243164062,"(256, 256, 24)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.999997))",1572864,0.0024423599243164062
D:/strokeDataset\derivatives\lesion_masks\sub-1056\dwi\sub-1056_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.000001))",3833856,0.005390167236328125,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.000001))",3833856,0.005390167236328125
D:/strokeDataset\derivatives\lesion_masks\sub-1056\dwi\sub-1056_space-TRACE_desc-lesionChronic_mask.nii.gz,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.000001))",3833856,0.0039691925048828125,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.000001))",3833856,0.0039691925048828125
